Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflaction correction,Old PPP exchange,Old adjusted value
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.03,2012 US$/m2,every year,40,every year,0.0265,1.000,0.668,0.01770443800,"Avoided cost (NO2 emission credit, due to uptake)",,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.025629358
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.03,2012 US$/m2,every year,55,every year,0.0265,1.000,0.668,0.01770443800,"Avoided cost (NO2 emission credit, due to uptake)",,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.025629358
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.03,2012 US$/m2,every year,40,every year,0.0313,1.000,0.668,0.02091127960,"Avoided cost (NO2 emission credit, due to uptake)",,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.030271657
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.03,2012 US$/m2,every year,55,every year,0.0313,1.000,0.668,0.02091127960,"Avoided cost (NO2 emission credit, due to uptake)",,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.030271657
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.07,2017 €/m2,every year,40,every year,0.0662,1.031,1.008,0.06879005894,"Avoided cost (health cost of SO2, NOx, PM10, O3, avoided through uptake)",0.65; 2.33; 1.12; 4.49,gSO2/m2; gNOx/m2; gPM10/m2; gO3/m2,"Value from literature (Detusch et al., 2005; Nowak et al., 2006; Barker and Rosendahl, 2000; Rable and Eyre, 1998)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.106713398
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.07,2017 €/m2,every year,40,every year,0.0662,1.031,1.008,0.06879005894,"Avoided cost (health cost of SO2, NOx, PM10, O3, avoided through uptake)",0.65; 2.33; 1.12; 4.49,gSO2/m2; gNOx/m2; gPM10/m2; gO3/m2,"Value from literature (Detusch et al., 2005; Nowak et al., 2006; Barker and Rosendahl, 2000; Rable and Eyre, 1998)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.106713398
Green roof,Extensive,Sedum,no,,,,,annual average,To be constructed,mix of multiple,gravel roof,insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.11,2005 US$/m2,every year,40,every year,0.1100,1.300,0.668,0.09551832995,"Benefit transfer (based on avoided cost: emission permit cost for NOx emissions, avoided through uptake)",,,"Value from literature (Clark et al., 2005)",,,,Cfa,North America,USA,"Athens, GA","Carter and Keeler,",2008,Life-cycle cost-benefit analysis of extensive vegetated roof systems,Cost-Benefit Analysis,,,Carter & Keeler - Athens,0.862121135,0.819,0.077668493
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.1300,1.012,1.008,0.13260045168,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,0.13058296
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.1300,1.012,1.008,0.13260045168,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,0.13058296
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.1300,1.012,1.008,0.13260045168,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,0.13058296
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.1300,1.012,1.008,0.13260045168,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,0.13058296
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.1300,1.012,1.008,0.13260045168,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,0.13058296
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.1300,1.012,1.008,0.13260045168,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,0.13058296
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,,black roof,non-insulated,,Air quality enhancement,benefit,urban,socio-environmental,0.15,2010 US$/m2,every year,40,every year,0.1534,1.182,0.668,0.12119915617,"Avoided cost (health cost of NOx and SOx, avoided through uptake and lower energy consumption)",,,,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,0.270456182
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Air quality enhancement,benefit,urban,socio-environmental,0.369,2011 €/m2,every year,50,every year,0.3690,1.145,0.889,0.37570308442,"Avoided cost (health cost of NO2 emissions, avoided through uptake)",0.05-0.1,kgNO2/m2/year,"Value adapted from literature (Clark et al., 2008)",4912,€/KgNO2 reduced,"Value adapted from literature (Marien et al., 2001)",Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,0.447974125
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.45,2006 US$/m2,every year,40,every year,0.4536,1.262,0.668,0.38231327664,"Avoided cost (health cost of NO2 emissions, avoided through uptake)",0.27,kgNO2/m2/year,,,,,Dfa,North America,USA,"Ann Arbor, MI","Clark et al., ",2008,Green roof valuation: a probabilisitc economic analysis of environmental benefits,Cost-Benefit Analysis,,,Clark - Ann Arbor,0.756263391,0.796,0.273060695
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Air quality enhancement,benefit,urban,socio-environmental,0.491,2011 €/m2,every year,50,every year,0.4910,1.145,0.889,0.49991928035,"Avoided cost (health cost of NO2 emissions, avoided through uptake)",,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,0.596084811
Green roof,Extensive,Xeric,not mentioned,,,,,annual average,Already constructed,residential,black roof,insulated,slanted,Air quality enhancement,benefit,urban,socio-environmental,0.52,2016 CZK/m2,every year,50,every year,0.5200,1.124,0.053,0.03085251048,"Avoided cost (health cost of NO2, SO2, O3, and PMx, avoided through uptake)",,,,,,,Cfb,Europe,Czech Republic,Jinonice,"Machac et al.,",2016,Green and Blue Infrastructure: An Opportunity for Smart Cities,Cost-Benefit Analysis,,,Machac - Jinonice,2.508207583,0.055184478,0.071975346
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.54,2015 US$/m2,every year,50,every year,0.5351,1.086,0.668,0.38827863242,Benefit transfer,,,,,,,Dfb,North America,USA,"Grand Rapids, MI","Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis,,,Nordman - Grand Rapids,2.181460776,0.719,0.839351195
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.69,2018 €/m2,every year,40,every year,0.6877,1.042,1.173,0.84019378701,Avoided health cost (due to NO2 uptake),0.37,kg/m2,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis,,,Silva - Lisbon,1.096062997,1.187390543,0.894945419
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,1.72,2006 US$/m2,every year,40,every year,1.7226,1.262,0.668,1.45188018154,"Avoided cost (health cost of NO2 emissions, avoided through uptake)",0.27,kgNO2/m2/year,,,,,Dfa,North America,USA,"Ann Arbor, MI","Clark et al., ",2008,Green roof valuation: a probabilisitc economic analysis of environmental benefits,Cost-Benefit Analysis,,,Clark - Ann Arbor,0.756263391,0.796,1.036980496
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,,black roof,non-insulated,,Air quality enhancement,benefit,urban,socio-environmental,1.74,2010 US$/m2,every year,40,every year,1.7419,1.182,0.668,1.37584023307,"Avoided cost (health cost of NOx and SOx, avoided through uptake and lower energy consumption)",,,,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,3.070190492
Green roof,Extensive,grass,not mentioned,,,,,annual average,Already constructed,,black roof,,flat,Air quality enhancement,benefit,urban,socio-environmental,4.83,2014 HK$/m2,every year,40,every year,4.8300,1.154,0.110,0.61372153761,"Avoided cost (health cost of SOx NOx and RSP, avoided through uptake)",,,,,,,Cwa,Asia,Hong Kong,Hong Kong,"Peng & Jim,",2015,Economic evaluation of green-roof environmental benefits in the context of climate change: The case of Hong Kong,Cost-Benefit Analysis,,,Peng & Jim - Hong Kong,2.400748885,0.717,1.072261389
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,48.98,2017 UYU/m2,every year,30,every year,48.9753,1.289,0.023,1.48182114256,Avoided cost (air pollution control measures costs),,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis,,,Vincent - Montevideo,1.619024104,0.687,1.890858251
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,259.58,2016 KRW/m2,every year,10,every year,259.5824,1.030,0.001,0.20735385282,"Avoided cost (damage cost of SO2, PM2.5, PM10, O3, NO2, and CO, avoided through uptake)",,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,0.374249654
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,306.67,2016 KRW/m2,every year,10,every year,306.6694,1.030,0.001,0.24496687728,"Avoided cost (damage cost of SO2, PM2.5, PM10, O3, NO2, and CO, avoided through uptake)",,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,0.4421368
Green roof,Extensive,,,,,,,annual average,Already constructed,,,,,Air quality enhancement,benefit,urban,socio-environmental,794.84,1994 KRW/m2,every year,20,every year,794.8431,1.760,0.001,1.08465182911,"Avoided health cost (due to NO2, SO2, O3)",,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2019,"Benefit-Cost Analysis of Green Roof Initiative Projects. The Case of Jung-gu, Seoul",Cost-Benefit Analysis,,,Shin & Kim 2019 - Seoul,0.589246154,0.84,0.014412442
